PS Power, PL Power, MGT Power, Total Power
 0.012, 0.890, 0.000, 0.902
 0.012, 1.157, 0.000, 1.169
 0.010, 0.133, 0.000, 0.144
 0.010, 0.131, 0.000, 0.142
 0.010, 0.130, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.138
 0.010, 0.120, 0.000, 0.130
 0.011, 0.120, 0.000, 0.131
 0.010, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.011, 1.032, 0.000, 1.043
 0.012, 0.975, 0.000, 0.987
 0.011, 1.368, 0.000, 1.379
 0.011, 1.252, 0.000, 1.263
 0.012, 1.036, 0.000, 1.048
 0.012, 1.106, 0.000, 1.118
 0.012, 1.028, 0.000, 1.040
 0.012, 1.210, 0.000, 1.222
 0.012, 1.020, 0.000, 1.032
 0.012, 1.118, 0.000, 1.130
 0.014, 0.759, 0.000, 0.773
 0.013, 1.127, 0.000, 1.139
 0.012, 1.223, 0.000, 1.234
 0.012, 1.265, 0.000, 1.276
 0.012, 1.255, 0.000, 1.267
 0.012, 1.023, 0.000, 1.035
 0.015, 0.660, 0.000, 0.675
 0.014, 0.850, 0.000, 0.864
 0.011, 1.268, 0.000, 1.279
 0.012, 1.067, 0.000, 1.079
 0.012, 1.205, 0.000, 1.216
 0.012, 1.079, 0.000, 1.090
 0.014, 0.853, 0.000, 0.867
 0.012, 1.248, 0.000, 1.260
 0.012, 0.974, 0.000, 0.987
 0.012, 1.203, 0.000, 1.216
 0.012, 0.928, 0.000, 0.940
 0.015, 0.735, 0.000, 0.750
 0.014, 0.694, 0.000, 0.708
 0.010, 0.145, 0.000, 0.155
 0.010, 0.132, 0.000, 0.143
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.011, 0.120, 0.000, 0.131
 0.014, 0.119, 0.000, 0.133
 0.009, 0.119, 0.000, 0.128
 0.012, 1.028, 0.000, 1.039
 0.012, 0.975, 0.000, 0.987
 0.014, 0.773, 0.000, 0.787
 0.011, 0.899, 0.000, 0.910
 0.012, 1.268, 0.000, 1.280
 0.012, 1.034, 0.000, 1.046
 0.011, 1.173, 0.000, 1.184
 0.011, 1.027, 0.000, 1.039
 0.012, 1.021, 0.000, 1.033
 0.012, 1.109, 0.000, 1.121
 0.011, 1.033, 0.000, 1.044
 0.012, 0.980, 0.000, 0.992
 0.012, 0.945, 0.000, 0.957
 0.012, 1.267, 0.000, 1.278
 0.012, 0.891, 0.000, 0.903
 0.011, 0.930, 0.000, 0.941
 0.012, 1.116, 0.000, 1.128
 0.012, 1.222, 0.000, 1.233
 0.012, 1.030, 0.000, 1.043
 0.011, 0.980, 0.000, 0.991
 0.012, 1.030, 0.000, 1.042
 0.012, 1.364, 0.000, 1.376
 0.012, 0.979, 0.000, 0.991
 0.011, 0.815, 0.000, 0.826
 0.012, 1.128, 0.000, 1.140
 0.012, 1.321, 0.000, 1.333
 0.012, 1.126, 0.000, 1.139
 0.012, 0.930, 0.000, 0.941
 0.012, 1.145, 0.000, 1.157
 0.012, 1.260, 0.000, 1.272
 0.011, 0.136, 0.000, 0.147
 0.010, 0.133, 0.000, 0.143
 0.010, 0.131, 0.000, 0.142
 0.010, 0.130, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.011, 0.120, 0.000, 0.131
 0.011, 0.120, 0.000, 0.131
 0.009, 0.119, 0.000, 0.128
 0.012, 0.891, 0.000, 0.903
 0.012, 1.070, 0.000, 1.082
 0.012, 0.432, 0.000, 0.445
 0.012, 1.418, 0.000, 1.430
 0.011, 0.977, 0.000, 0.988
 0.012, 1.213, 0.000, 1.225
 0.012, 0.973, 0.000, 0.985
 0.012, 0.935, 0.000, 0.947
 0.011, 1.365, 0.000, 1.377
 0.014, 0.818, 0.000, 0.832
 0.012, 1.043, 0.000, 1.055
 0.014, 0.811, 0.000, 0.825
 0.011, 1.320, 0.000, 1.332
 0.011, 1.373, 0.000, 1.384
 0.012, 1.071, 0.000, 1.083
 0.012, 0.900, 0.000, 0.911
 0.015, 0.885, 0.000, 0.900
 0.012, 1.217, 0.000, 1.229
 0.012, 1.114, 0.000, 1.126
 0.012, 0.937, 0.000, 0.949
 0.012, 0.616, 0.000, 0.628
 0.012, 1.310, 0.000, 1.322
 0.011, 1.354, 0.000, 1.365
 0.015, 0.799, 0.000, 0.814
 0.012, 0.854, 0.000, 0.867
 0.011, 1.176, 0.000, 1.187
 0.012, 1.367, 0.000, 1.378
 0.012, 1.109, 0.000, 1.121
 0.014, 0.626, 0.000, 0.640
 0.011, 0.145, 0.000, 0.156
 0.010, 0.133, 0.000, 0.143
 0.010, 0.131, 0.000, 0.142
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.011, 0.120, 0.000, 0.131
 0.011, 0.120, 0.000, 0.131
 0.011, 0.119, 0.000, 0.130
 0.012, 0.860, 0.000, 0.871
 0.012, 0.928, 0.000, 0.940
 0.012, 0.615, 0.000, 0.628
 0.012, 0.986, 0.000, 0.998
 0.012, 1.118, 0.000, 1.129
 0.012, 1.073, 0.000, 1.085
 0.014, 0.739, 0.000, 0.753
 0.014, 0.773, 0.000, 0.787
 0.012, 1.210, 0.000, 1.222
 0.012, 0.888, 0.000, 0.900
 0.012, 0.938, 0.000, 0.950
 0.012, 0.894, 0.000, 0.906
 0.014, 0.930, 0.000, 0.944
 0.012, 0.888, 0.000, 0.901
 0.012, 1.204, 0.000, 1.216
 0.012, 0.897, 0.000, 0.909
 0.012, 1.261, 0.000, 1.273
 0.015, 0.693, 0.000, 0.708
 0.012, 0.928, 0.000, 0.940
 0.012, 1.068, 0.000, 1.079
 0.012, 1.173, 0.000, 1.185
 0.013, 0.735, 0.000, 0.748
 0.013, 0.815, 0.000, 0.828
 0.012, 1.061, 0.000, 1.073
 0.012, 1.264, 0.000, 1.276
 0.014, 0.618, 0.000, 0.633
 0.012, 1.258, 0.000, 1.269
 0.012, 1.023, 0.000, 1.035
 0.015, 0.728, 0.000, 0.743
 0.012, 0.808, 0.000, 0.820
 0.010, 0.133, 0.000, 0.144
 0.010, 0.131, 0.000, 0.142
 0.010, 0.130, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.011, 0.120, 0.000, 0.131
 0.010, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.014, 0.652, 0.000, 0.667
 0.012, 1.117, 0.000, 1.128
 0.012, 1.106, 0.000, 1.118
 0.012, 1.171, 0.000, 1.183
 0.012, 1.273, 0.000, 1.284
 0.012, 1.080, 0.000, 1.092
 0.012, 1.016, 0.000, 1.028
 0.012, 1.124, 0.000, 1.136
 0.014, 0.902, 0.000, 0.916
 0.012, 1.029, 0.000, 1.041
 0.012, 1.120, 0.000, 1.132
 0.012, 0.978, 0.000, 0.990
 0.012, 0.972, 0.000, 0.984
 0.015, 0.696, 0.000, 0.711
 0.012, 0.911, 0.000, 0.923
 0.011, 1.030, 0.000, 1.041
 0.012, 1.203, 0.000, 1.215
 0.012, 1.259, 0.000, 1.271
 0.013, 0.936, 0.000, 0.949
 0.012, 1.106, 0.000, 1.118
 0.012, 1.061, 0.000, 1.073
 0.013, 1.022, 0.000, 1.035
 0.012, 1.023, 0.000, 1.036
 0.012, 0.935, 0.000, 0.947
 0.012, 0.943, 0.000, 0.955
 0.013, 1.110, 0.000, 1.123
 0.015, 0.513, 0.000, 0.528
 0.014, 0.594, 0.000, 0.608
 0.014, 0.738, 0.000, 0.752
 0.010, 0.136, 0.000, 0.146
 0.010, 0.132, 0.000, 0.142
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.011, 0.120, 0.000, 0.131
 0.014, 0.119, 0.000, 0.134
 0.011, 0.119, 0.000, 0.130
 0.012, 0.752, 0.000, 0.764
 0.012, 0.858, 0.000, 0.871
 0.012, 0.615, 0.000, 0.628
 0.012, 0.769, 0.000, 0.780
 0.014, 0.687, 0.000, 0.701
 0.014, 0.651, 0.000, 0.666
 0.012, 0.858, 0.000, 0.870
 0.012, 0.902, 0.000, 0.914
 0.012, 0.848, 0.000, 0.860
 0.012, 0.775, 0.000, 0.787
 0.014, 0.622, 0.000, 0.636
 0.015, 0.516, 0.000, 0.531
 0.013, 0.777, 0.000, 0.790
 0.014, 0.629, 0.000, 0.644
 0.012, 0.938, 0.000, 0.950
 0.012, 0.896, 0.000, 0.908
 0.015, 0.659, 0.000, 0.674
 0.014, 0.941, 0.000, 0.955
 0.012, 0.885, 0.000, 0.897
 0.013, 0.766, 0.000, 0.778
 0.014, 0.767, 0.000, 0.782
 0.014, 0.737, 0.000, 0.751
 0.015, 0.486, 0.000, 0.501
 0.012, 0.892, 0.000, 0.904
 0.012, 0.894, 0.000, 0.905
 0.013, 0.980, 0.000, 0.992
 0.012, 1.022, 0.000, 1.033
 0.015, 0.548, 0.000, 0.562
 0.014, 0.655, 0.000, 0.669
 0.014, 0.628, 0.000, 0.642
 0.010, 0.133, 0.000, 0.144
 0.010, 0.131, 0.000, 0.142
 0.010, 0.130, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.138
 0.011, 0.120, 0.000, 0.131
 0.011, 0.120, 0.000, 0.131
 0.009, 0.119, 0.000, 0.128
 0.009, 0.119, 0.000, 0.128
 0.012, 0.705, 0.000, 0.717
 0.012, 1.074, 0.000, 1.086
 0.012, 1.269, 0.000, 1.281
 0.012, 1.210, 0.000, 1.222
 0.014, 0.943, 0.000, 0.957
 0.012, 1.075, 0.000, 1.087
 0.012, 1.217, 0.000, 1.229
 0.011, 1.246, 0.000, 1.257
 0.012, 0.724, 0.000, 0.736
 0.011, 1.266, 0.000, 1.278
 0.012, 1.162, 0.000, 1.174
 0.012, 1.314, 0.000, 1.326
 0.012, 0.656, 0.000, 0.668
 0.011, 1.267, 0.000, 1.278
 0.012, 1.116, 0.000, 1.128
 0.011, 1.317, 0.000, 1.328
 0.015, 0.652, 0.000, 0.667
 0.011, 1.406, 0.000, 1.417
 0.012, 1.117, 0.000, 1.129
 0.011, 1.473, 0.000, 1.484
 0.014, 0.672, 0.000, 0.686
 0.011, 1.267, 0.000, 1.278
 0.012, 1.110, 0.000, 1.122
 0.011, 1.354, 0.000, 1.365
 0.014, 0.628, 0.000, 0.642
 0.011, 1.269, 0.000, 1.280
 0.012, 1.162, 0.000, 1.174
 0.011, 1.269, 0.000, 1.280
 0.013, 0.805, 0.000, 0.818
 0.011, 1.168, 0.000, 1.179
 0.010, 0.134, 0.000, 0.144
 0.010, 0.132, 0.000, 0.142
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.129, 0.000, 0.139
 0.011, 0.128, 0.000, 0.139
 0.011, 0.120, 0.000, 0.131
 0.011, 0.120, 0.000, 0.131
 0.011, 0.119, 0.000, 0.130
 0.011, 0.986, 0.000, 0.998
 0.011, 1.320, 0.000, 1.331
 0.012, 1.272, 0.000, 1.284
 0.012, 0.936, 0.000, 0.948
 0.015, 0.988, 0.000, 1.003
 0.012, 0.986, 0.000, 0.998
 0.011, 1.195, 0.000, 1.207
 0.012, 0.933, 0.000, 0.945
 0.012, 1.031, 0.000, 1.043
 0.012, 1.064, 0.000, 1.077
 0.011, 1.420, 0.000, 1.432
 0.015, 0.810, 0.000, 0.824
 0.014, 0.838, 0.000, 0.852
 0.011, 1.409, 0.000, 1.420
 0.012, 0.930, 0.000, 0.942
 0.011, 1.256, 0.000, 1.267
 0.014, 0.481, 0.000, 0.496
 0.012, 1.210, 0.000, 1.221
 0.018, 0.587, 0.000, 0.605
 0.012, 1.416, 0.000, 1.428
 0.012, 1.064, 0.000, 1.076
 0.012, 1.030, 0.000, 1.042
 0.011, 1.405, 0.000, 1.416
 0.014, 0.739, 0.000, 0.754
 0.012, 1.167, 0.000, 1.179
 0.014, 0.681, 0.000, 0.696
 0.012, 1.250, 0.000, 1.262
 0.012, 1.361, 0.000, 1.373
 0.012, 1.109, 0.000, 1.121
 0.012, 1.014, 0.000, 1.027
 0.008, 0.133, 0.000, 0.141
 0.008, 0.132, 0.000, 0.139
 0.008, 0.131, 0.000, 0.138
 0.008, 0.130, 0.000, 0.138
 0.008, 0.129, 0.000, 0.137
 0.008, 0.129, 0.000, 0.137
 0.008, 0.128, 0.000, 0.136
 0.008, 0.120, 0.000, 0.128
 0.008, 0.120, 0.000, 0.127
 0.008, 0.120, 0.000, 0.127
 0.008, 0.119, 0.000, 0.127
 0.008, 0.119, 0.000, 0.126
 0.008, 0.119, 0.000, 0.126
 0.008, 0.119, 0.000, 0.126
 0.006, 0.118, 0.000, 0.125
 0.006, 0.118, 0.000, 0.124
 0.006, 0.118, 0.000, 0.124
 0.006, 0.118, 0.000, 0.124
 0.006, 0.118, 0.000, 0.124
 0.006, 0.117, 0.000, 0.124
 0.006, 0.117, 0.000, 0.124
 0.006, 0.117, 0.000, 0.123
 0.006, 0.117, 0.000, 0.123
 0.006, 0.117, 0.000, 0.123
 0.006, 0.117, 0.000, 0.123
 0.006, 0.117, 0.000, 0.123
 0.006, 0.116, 0.000, 0.123
 0.006, 0.116, 0.000, 0.123
 0.006, 0.116, 0.000, 0.123
 0.006, 0.116, 0.000, 0.122
 0.006, 0.116, 0.000, 0.122
 0.006, 0.116, 0.000, 0.122
 0.006, 0.116, 0.000, 0.122
 0.006, 0.116, 0.000, 0.122
 0.006, 0.116, 0.000, 0.122
 0.006, 0.116, 0.000, 0.122
 0.006, 0.116, 0.000, 0.122
 0.006, 0.115, 0.000, 0.122
 0.006, 0.115, 0.000, 0.122
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.115, 0.000, 0.121
 0.006, 0.114, 0.000, 0.121
 0.006, 0.114, 0.000, 0.121
 0.006, 0.114, 0.000, 0.121
 0.006, 0.114, 0.000, 0.121
 0.006, 0.114, 0.000, 0.121
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.114, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.113, 0.000, 0.120
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.105, 0.000, 0.111
 0.006, 0.113, 0.000, 0.119
 0.006, 0.105, 0.000, 0.111
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.113, 0.000, 0.119
 0.006, 0.113, 0.000, 0.119
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
 0.006, 0.105, 0.000, 0.111
