PS Power, PL Power, MGT Power, Total Power
 0.012, 0.983, 0.000, 0.995
 0.015, 0.685, 0.000, 0.699
 0.015, 0.585, 0.000, 0.601
 0.012, 0.928, 0.000, 0.940
 0.012, 1.073, 0.000, 1.085
 0.013, 0.895, 0.000, 0.908
 0.015, 0.526, 0.000, 0.540
 0.012, 1.075, 0.000, 1.087
 0.014, 0.733, 0.000, 0.747
 0.012, 1.270, 0.000, 1.282
 0.012, 1.214, 0.000, 1.227
 0.012, 0.817, 0.000, 0.830
 0.010, 0.133, 0.000, 0.143
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.008, 0.425, 0.000, 0.434
 0.008, 0.375, 0.000, 0.384
 0.011, 0.291, 0.000, 0.302
 0.009, 0.408, 0.000, 0.417
 0.008, 0.400, 0.000, 0.409
 0.011, 0.393, 0.000, 0.404
 0.008, 0.402, 0.000, 0.410
 0.008, 0.403, 0.000, 0.412
 0.009, 0.403, 0.000, 0.412
 0.009, 0.399, 0.000, 0.408
 0.009, 0.406, 0.000, 0.414
 0.009, 0.424, 0.000, 0.433
 0.009, 0.428, 0.000, 0.436
 0.011, 0.291, 0.000, 0.302
 0.008, 0.404, 0.000, 0.413
 0.008, 0.425, 0.000, 0.434
 0.011, 0.273, 0.000, 0.284
 0.008, 0.404, 0.000, 0.412
 0.008, 0.406, 0.000, 0.414
 0.009, 0.404, 0.000, 0.413
 0.009, 0.397, 0.000, 0.405
 0.008, 0.322, 0.000, 0.331
 0.008, 0.425, 0.000, 0.433
 0.009, 0.399, 0.000, 0.407
 0.009, 0.188, 0.000, 0.197
 0.008, 0.426, 0.000, 0.435
 0.008, 0.398, 0.000, 0.406
 0.011, 0.319, 0.000, 0.330
 0.008, 0.405, 0.000, 0.413
 0.008, 0.395, 0.000, 0.403
 0.010, 0.119, 0.000, 0.129
 0.009, 0.118, 0.000, 0.127
 0.009, 0.118, 0.000, 0.126
 0.009, 0.117, 0.000, 0.126
 0.009, 0.117, 0.000, 0.126
 0.009, 0.117, 0.000, 0.126
 0.009, 0.117, 0.000, 0.125
 0.009, 0.117, 0.000, 0.125
 0.010, 0.116, 0.000, 0.127
 0.011, 0.116, 0.000, 0.127
 0.009, 0.592, 0.000, 0.601
 0.010, 0.780, 0.000, 0.789
 0.010, 0.820, 0.000, 0.830
 0.012, 0.585, 0.000, 0.597
 0.009, 0.850, 0.000, 0.859
 0.009, 0.846, 0.000, 0.854
 0.011, 0.688, 0.000, 0.699
 0.009, 0.794, 0.000, 0.803
 0.011, 0.651, 0.000, 0.662
 0.009, 0.806, 0.000, 0.815
 0.009, 0.627, 0.000, 0.636
 0.011, 0.320, 0.000, 0.331
 0.011, 0.483, 0.000, 0.494
 0.011, 0.574, 0.000, 0.585
 0.012, 0.630, 0.000, 0.642
 0.012, 0.653, 0.000, 0.665
 0.011, 0.623, 0.000, 0.635
 0.011, 0.848, 0.000, 0.859
 0.009, 0.851, 0.000, 0.860
 0.011, 0.621, 0.000, 0.632
 0.009, 0.842, 0.000, 0.851
 0.009, 0.843, 0.000, 0.853
 0.011, 0.768, 0.000, 0.779
 0.009, 0.817, 0.000, 0.826
 0.011, 0.579, 0.000, 0.589
 0.009, 0.847, 0.000, 0.856
 0.011, 0.855, 0.000, 0.865
 0.012, 0.611, 0.000, 0.623
 0.011, 0.779, 0.000, 0.790
 0.010, 0.131, 0.000, 0.141
 0.010, 0.128, 0.000, 0.138
 0.010, 0.119, 0.000, 0.130
 0.010, 0.119, 0.000, 0.129
 0.010, 0.118, 0.000, 0.129
 0.010, 0.118, 0.000, 0.128
 0.009, 0.118, 0.000, 0.127
 0.009, 0.118, 0.000, 0.126
 0.011, 0.117, 0.000, 0.128
 0.011, 0.117, 0.000, 0.129
 0.009, 0.117, 0.000, 0.126
 0.012, 1.174, 0.000, 1.185
 0.011, 1.254, 0.000, 1.266
 0.011, 1.207, 0.000, 1.219
 0.012, 0.739, 0.000, 0.751
 0.012, 1.115, 0.000, 1.126
 0.011, 1.219, 0.000, 1.231
 0.012, 1.079, 0.000, 1.091
 0.011, 0.768, 0.000, 0.778
 0.012, 1.034, 0.000, 1.046
 0.011, 1.116, 0.000, 1.127
 0.012, 0.738, 0.000, 0.751
 0.011, 0.656, 0.000, 0.668
 0.012, 0.760, 0.000, 0.772
 0.012, 0.928, 0.000, 0.940
 0.012, 0.519, 0.000, 0.532
 0.012, 1.027, 0.000, 1.039
 0.012, 0.814, 0.000, 0.827
 0.012, 1.109, 0.000, 1.122
 0.015, 0.657, 0.000, 0.672
 0.011, 1.159, 0.000, 1.170
 0.012, 0.888, 0.000, 0.900
 0.012, 1.023, 0.000, 1.036
 0.012, 0.847, 0.000, 0.859
 0.012, 1.074, 0.000, 1.086
 0.012, 0.971, 0.000, 0.983
 0.012, 0.930, 0.000, 0.942
 0.012, 1.019, 0.000, 1.031
 0.012, 1.016, 0.000, 1.028
 0.012, 0.659, 0.000, 0.671
 0.011, 0.134, 0.000, 0.145
 0.010, 0.131, 0.000, 0.141
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.010, 0.119, 0.000, 0.129
 0.010, 0.119, 0.000, 0.129
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.009, 0.118, 0.000, 0.127
 0.012, 1.175, 0.000, 1.187
 0.012, 1.210, 0.000, 1.222
 0.012, 0.988, 0.000, 1.000
 0.012, 0.901, 0.000, 0.913
 0.012, 0.762, 0.000, 0.774
 0.012, 1.019, 0.000, 1.031
 0.012, 0.741, 0.000, 0.753
 0.012, 1.079, 0.000, 1.091
 0.012, 1.159, 0.000, 1.171
 0.012, 1.167, 0.000, 1.179
 0.015, 1.061, 0.000, 1.076
 0.012, 0.805, 0.000, 0.818
 0.012, 1.108, 0.000, 1.120
 0.013, 0.848, 0.000, 0.861
 0.012, 1.259, 0.000, 1.270
 0.012, 1.123, 0.000, 1.135
 0.015, 1.026, 0.000, 1.041
 0.012, 1.317, 0.000, 1.329
 0.012, 0.934, 0.000, 0.947
 0.012, 1.163, 0.000, 1.175
 0.012, 0.890, 0.000, 0.902
 0.013, 0.774, 0.000, 0.786
 0.015, 0.846, 0.000, 0.861
 0.012, 1.202, 0.000, 1.214
 0.012, 1.067, 0.000, 1.079
 0.013, 0.973, 0.000, 0.986
 0.012, 1.069, 0.000, 1.081
 0.014, 0.580, 0.000, 0.594
 0.014, 0.936, 0.000, 0.950
 0.015, 0.889, 0.000, 0.903
 0.010, 0.132, 0.000, 0.143
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.009, 0.119, 0.000, 0.127
 0.012, 1.312, 0.000, 1.323
 0.012, 0.935, 0.000, 0.947
 0.014, 0.661, 0.000, 0.675
 0.013, 0.884, 0.000, 0.897
 0.015, 0.808, 0.000, 0.823
 0.011, 1.206, 0.000, 1.217
 0.011, 1.316, 0.000, 1.326
 0.012, 0.968, 0.000, 0.980
 0.012, 1.212, 0.000, 1.223
 0.012, 0.927, 0.000, 0.939
 0.012, 1.221, 0.000, 1.233
 0.015, 0.751, 0.000, 0.766
 0.012, 0.857, 0.000, 0.869
 0.011, 1.301, 0.000, 1.312
 0.012, 1.274, 0.000, 1.285
 0.015, 0.693, 0.000, 0.708
 0.012, 1.209, 0.000, 1.221
 0.012, 1.006, 0.000, 1.018
 0.012, 0.980, 0.000, 0.993
 0.012, 0.930, 0.000, 0.942
 0.015, 0.651, 0.000, 0.666
 0.014, 0.880, 0.000, 0.894
 0.012, 0.935, 0.000, 0.947
 0.012, 1.034, 0.000, 1.046
 0.012, 1.222, 0.000, 1.234
 0.014, 0.883, 0.000, 0.897
 0.012, 1.072, 0.000, 1.084
 0.012, 0.974, 0.000, 0.986
 0.015, 0.545, 0.000, 0.560
 0.012, 1.110, 0.000, 1.122
 0.010, 0.133, 0.000, 0.144
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.011, 0.120, 0.000, 0.131
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.129
 0.012, 0.973, 0.000, 0.985
 0.012, 1.031, 0.000, 1.043
 0.012, 0.976, 0.000, 0.988
 0.012, 0.890, 0.000, 0.902
 0.015, 0.688, 0.000, 0.704
 0.012, 0.621, 0.000, 0.633
 0.011, 1.127, 0.000, 1.138
 0.012, 1.305, 0.000, 1.317
 0.015, 0.584, 0.000, 0.599
 0.013, 0.722, 0.000, 0.736
 0.012, 1.066, 0.000, 1.078
 0.012, 1.018, 0.000, 1.031
 0.015, 1.022, 0.000, 1.037
 0.014, 1.024, 0.000, 1.038
 0.013, 0.591, 0.000, 0.604
 0.015, 0.805, 0.000, 0.820
 0.012, 1.124, 0.000, 1.136
 0.015, 0.810, 0.000, 0.824
 0.012, 1.267, 0.000, 1.278
 0.012, 1.162, 0.000, 1.174
 0.012, 1.074, 0.000, 1.086
 0.012, 1.155, 0.000, 1.167
 0.015, 0.971, 0.000, 0.985
 0.012, 1.214, 0.000, 1.226
 0.012, 1.120, 0.000, 1.132
 0.012, 1.212, 0.000, 1.224
 0.012, 1.070, 0.000, 1.082
 0.012, 1.311, 0.000, 1.323
 0.012, 1.301, 0.000, 1.312
 0.010, 0.145, 0.000, 0.156
 0.010, 0.132, 0.000, 0.142
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.129, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.014, 0.119, 0.000, 0.133
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.129
 0.012, 0.887, 0.000, 0.900
 0.012, 1.074, 0.000, 1.086
 0.012, 0.856, 0.000, 0.868
 0.012, 1.068, 0.000, 1.080
 0.012, 0.926, 0.000, 0.938
 0.015, 0.639, 0.000, 0.654
 0.013, 1.219, 0.000, 1.232
 0.014, 0.985, 0.000, 1.000
 0.014, 0.617, 0.000, 0.631
 0.012, 0.858, 0.000, 0.871
 0.012, 1.032, 0.000, 1.044
 0.015, 0.664, 0.000, 0.679
 0.012, 0.859, 0.000, 0.872
 0.012, 1.154, 0.000, 1.166
 0.012, 0.943, 0.000, 0.956
 0.012, 1.165, 0.000, 1.177
 0.012, 0.964, 0.000, 0.975
 0.012, 1.308, 0.000, 1.320
 0.012, 0.897, 0.000, 0.909
 0.014, 0.695, 0.000, 0.709
 0.012, 0.969, 0.000, 0.981
 0.012, 1.305, 0.000, 1.316
 0.014, 0.817, 0.000, 0.831
 0.014, 0.991, 0.000, 1.005
 0.012, 1.060, 0.000, 1.071
 0.012, 0.945, 0.000, 0.957
 0.012, 0.943, 0.000, 0.956
 0.012, 1.119, 0.000, 1.131
 0.012, 1.015, 0.000, 1.027
 0.011, 0.728, 0.000, 0.740
 0.010, 0.132, 0.000, 0.143
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.129, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.009, 0.119, 0.000, 0.128
 0.009, 0.119, 0.000, 0.128
 0.009, 0.119, 0.000, 0.128
 0.011, 0.119, 0.000, 0.130
 0.011, 0.118, 0.000, 0.129
 0.014, 0.579, 0.000, 0.593
 0.012, 0.888, 0.000, 0.900
 0.012, 0.980, 0.000, 0.991
 0.011, 1.256, 0.000, 1.267
 0.012, 0.846, 0.000, 0.858
 0.011, 1.175, 0.000, 1.186
 0.012, 1.254, 0.000, 1.266
 0.015, 0.694, 0.000, 0.709
 0.012, 1.032, 0.000, 1.043
 0.012, 1.026, 0.000, 1.038
 0.012, 1.171, 0.000, 1.182
 0.012, 1.225, 0.000, 1.237
 0.012, 1.254, 0.000, 1.265
 0.011, 1.126, 0.000, 1.137
 0.013, 0.701, 0.000, 0.713
 0.012, 1.110, 0.000, 1.122
 0.012, 1.065, 0.000, 1.077
 0.015, 0.923, 0.000, 0.938
 0.012, 1.251, 0.000, 1.263
 0.012, 0.847, 0.000, 0.859
 0.012, 1.028, 0.000, 1.040
 0.013, 0.807, 0.000, 0.820
 0.012, 1.264, 0.000, 1.276
 0.014, 1.004, 0.000, 1.019
 0.012, 0.899, 0.000, 0.911
 0.012, 1.166, 0.000, 1.178
 0.014, 0.762, 0.000, 0.777
 0.011, 1.324, 0.000, 1.335
 0.011, 1.361, 0.000, 1.373
 0.015, 0.734, 0.000, 0.749
 0.011, 0.134, 0.000, 0.144
 0.010, 0.131, 0.000, 0.142
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.015, 0.119, 0.000, 0.134
 0.009, 0.400, 0.000, 0.409
 0.009, 0.397, 0.000, 0.405
 0.008, 0.248, 0.000, 0.256
 0.008, 0.404, 0.000, 0.413
 0.008, 0.429, 0.000, 0.436
 0.009, 0.279, 0.000, 0.288
 0.008, 0.399, 0.000, 0.408
 0.008, 0.402, 0.000, 0.410
 0.011, 0.372, 0.000, 0.382
 0.008, 0.398, 0.000, 0.406
 0.008, 0.375, 0.000, 0.384
 0.009, 0.395, 0.000, 0.404
 0.009, 0.406, 0.000, 0.415
 0.009, 0.297, 0.000, 0.305
 0.008, 0.427, 0.000, 0.435
 0.008, 0.429, 0.000, 0.437
 0.011, 0.317, 0.000, 0.328
 0.008, 0.405, 0.000, 0.413
 0.008, 0.426, 0.000, 0.434
 0.011, 0.366, 0.000, 0.377
 0.009, 0.400, 0.000, 0.408
 0.008, 0.402, 0.000, 0.410
 0.008, 0.403, 0.000, 0.412
 0.008, 0.367, 0.000, 0.376
 0.008, 0.268, 0.000, 0.276
 0.008, 0.425, 0.000, 0.434
 0.008, 0.378, 0.000, 0.386
 0.010, 0.254, 0.000, 0.264
 0.008, 0.401, 0.000, 0.409
 0.010, 0.119, 0.000, 0.129
 0.009, 0.118, 0.000, 0.127
 0.009, 0.118, 0.000, 0.126
 0.009, 0.117, 0.000, 0.126
 0.009, 0.117, 0.000, 0.126
 0.009, 0.117, 0.000, 0.126
 0.009, 0.117, 0.000, 0.125
 0.009, 0.117, 0.000, 0.125
 0.011, 0.117, 0.000, 0.127
 0.014, 0.116, 0.000, 0.130
 0.011, 0.773, 0.000, 0.784
 0.011, 0.808, 0.000, 0.819
 0.011, 0.515, 0.000, 0.526
 0.011, 0.774, 0.000, 0.784
 0.009, 0.886, 0.000, 0.895
 0.011, 0.651, 0.000, 0.662
 0.009, 0.891, 0.000, 0.900
 0.009, 0.726, 0.000, 0.735
 0.009, 0.820, 0.000, 0.829
 0.009, 0.776, 0.000, 0.785
 0.012, 0.402, 0.000, 0.414
 0.012, 0.579, 0.000, 0.590
 0.010, 0.455, 0.000, 0.465
 0.012, 0.467, 0.000, 0.479
 0.012, 0.662, 0.000, 0.674
 0.012, 0.425, 0.000, 0.437
 0.012, 0.735, 0.000, 0.747
 0.012, 0.845, 0.000, 0.856
 0.012, 0.578, 0.000, 0.591
 0.010, 0.815, 0.000, 0.825
 0.009, 0.825, 0.000, 0.834
 0.011, 0.804, 0.000, 0.816
 0.009, 0.816, 0.000, 0.826
 0.009, 0.519, 0.000, 0.528
 0.009, 0.854, 0.000, 0.863
 0.009, 0.847, 0.000, 0.857
 0.012, 0.548, 0.000, 0.560
 0.011, 0.821, 0.000, 0.832
 0.009, 0.801, 0.000, 0.810
 0.011, 0.844, 0.000, 0.855
 0.010, 0.129, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.119, 0.000, 0.129
 0.010, 0.119, 0.000, 0.129
 0.009, 0.118, 0.000, 0.127
 0.010, 0.118, 0.000, 0.128
 0.009, 0.118, 0.000, 0.126
 0.009, 0.117, 0.000, 0.126
 0.011, 0.117, 0.000, 0.128
 0.011, 0.117, 0.000, 0.128
 0.012, 0.900, 0.000, 0.912
 0.012, 0.988, 0.000, 1.000
 0.012, 1.260, 0.000, 1.272
 0.011, 1.155, 0.000, 1.166
 0.012, 1.060, 0.000, 1.072
 0.011, 1.256, 0.000, 1.267
 0.012, 1.062, 0.000, 1.074
 0.011, 1.259, 0.000, 1.270
 0.012, 0.860, 0.000, 0.873
 0.012, 1.220, 0.000, 1.232
 0.012, 1.211, 0.000, 1.223
 0.012, 1.059, 0.000, 1.072
 0.011, 1.223, 0.000, 1.234
 0.011, 1.205, 0.000, 1.217
 0.012, 1.219, 0.000, 1.231
 0.012, 0.628, 0.000, 0.641
 0.012, 0.936, 0.000, 0.948
 0.012, 0.944, 0.000, 0.956
 0.012, 0.584, 0.000, 0.597
 0.012, 0.925, 0.000, 0.937
 0.012, 0.942, 0.000, 0.954
 0.011, 1.312, 0.000, 1.323
 0.013, 1.034, 0.000, 1.046
 0.012, 1.356, 0.000, 1.368
 0.012, 1.016, 0.000, 1.028
 0.012, 1.211, 0.000, 1.222
 0.015, 0.621, 0.000, 0.636
 0.012, 1.223, 0.000, 1.235
 0.012, 0.925, 0.000, 0.938
 0.012, 1.205, 0.000, 1.217
 0.010, 0.132, 0.000, 0.142
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.119, 0.000, 0.130
 0.010, 0.119, 0.000, 0.129
 0.010, 0.119, 0.000, 0.129
 0.011, 0.119, 0.000, 0.129
 0.009, 0.118, 0.000, 0.127
 0.011, 0.118, 0.000, 0.129
 0.011, 0.894, 0.000, 0.906
 0.014, 0.651, 0.000, 0.666
 0.012, 1.255, 0.000, 1.268
 0.011, 1.253, 0.000, 1.264
 0.012, 1.128, 0.000, 1.140
 0.011, 1.196, 0.000, 1.208
 0.012, 1.162, 0.000, 1.173
 0.011, 1.273, 0.000, 1.283
 0.012, 0.666, 0.000, 0.679
 0.013, 0.884, 0.000, 0.897
 0.014, 1.014, 0.000, 1.028
 0.011, 1.357, 0.000, 1.368
 0.012, 0.854, 0.000, 0.867
 0.012, 1.223, 0.000, 1.234
 0.011, 1.253, 0.000, 1.264
 0.012, 0.969, 0.000, 0.981
 0.012, 1.222, 0.000, 1.234
 0.012, 1.060, 0.000, 1.072
 0.011, 1.128, 0.000, 1.139
 0.012, 0.977, 0.000, 0.989
 0.012, 0.809, 0.000, 0.821
 0.012, 0.807, 0.000, 0.820
 0.012, 1.173, 0.000, 1.185
 0.012, 1.305, 0.000, 1.316
 0.012, 1.130, 0.000, 1.142
 0.012, 1.301, 0.000, 1.313
 0.015, 0.770, 0.000, 0.785
 0.013, 1.061, 0.000, 1.073
 0.012, 0.975, 0.000, 0.987
 0.010, 0.135, 0.000, 0.146
 0.010, 0.131, 0.000, 0.142
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.129, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.010, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.014, 0.119, 0.000, 0.133
 0.011, 0.119, 0.000, 0.129
 0.011, 0.118, 0.000, 0.129
 0.011, 0.802, 0.000, 0.813
 0.012, 1.021, 0.000, 1.033
 0.012, 0.945, 0.000, 0.957
 0.015, 0.396, 0.000, 0.411
 0.012, 0.930, 0.000, 0.943
 0.012, 1.020, 0.000, 1.032
 0.014, 0.688, 0.000, 0.702
 0.014, 0.765, 0.000, 0.779
 0.012, 0.805, 0.000, 0.818
 0.011, 1.316, 0.000, 1.328
 0.012, 1.363, 0.000, 1.374
 0.013, 0.860, 0.000, 0.872
 0.012, 1.212, 0.000, 1.224
 0.014, 0.778, 0.000, 0.793
 0.012, 1.254, 0.000, 1.266
 0.012, 1.061, 0.000, 1.073
 0.012, 1.270, 0.000, 1.282
 0.012, 1.203, 0.000, 1.215
 0.012, 0.854, 0.000, 0.866
 0.015, 0.639, 0.000, 0.654
 0.012, 1.219, 0.000, 1.231
 0.012, 1.272, 0.000, 1.284
 0.012, 1.254, 0.000, 1.266
 0.012, 0.944, 0.000, 0.956
 0.011, 1.253, 0.000, 1.264
 0.012, 1.165, 0.000, 1.177
 0.012, 0.844, 0.000, 0.856
 0.015, 0.945, 0.000, 0.960
 0.012, 0.854, 0.000, 0.866
 0.009, 0.886, 0.000, 0.895
 0.010, 0.132, 0.000, 0.142
 0.010, 0.130, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.010, 0.119, 0.000, 0.129
 0.014, 0.119, 0.000, 0.133
 0.011, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.129
 0.014, 0.801, 0.000, 0.815
 0.014, 0.736, 0.000, 0.750
 0.012, 0.734, 0.000, 0.747
 0.012, 0.816, 0.000, 0.828
 0.013, 0.697, 0.000, 0.710
 0.012, 0.971, 0.000, 0.983
 0.012, 0.664, 0.000, 0.676
 0.015, 0.806, 0.000, 0.821
 0.012, 0.806, 0.000, 0.818
 0.012, 1.061, 0.000, 1.073
 0.012, 1.106, 0.000, 1.118
 0.013, 0.970, 0.000, 0.982
 0.015, 0.592, 0.000, 0.607
 0.012, 1.021, 0.000, 1.033
 0.012, 1.125, 0.000, 1.138
 0.015, 0.803, 0.000, 0.817
 0.012, 0.981, 0.000, 0.993
 0.012, 1.214, 0.000, 1.226
 0.012, 1.128, 0.000, 1.139
 0.012, 0.939, 0.000, 0.951
 0.010, 1.306, 0.000, 1.316
 0.014, 0.894, 0.000, 0.908
 0.012, 0.929, 0.000, 0.941
 0.015, 0.655, 0.000, 0.670
 0.012, 1.025, 0.000, 1.037
 0.015, 0.582, 0.000, 0.597
 0.012, 1.260, 0.000, 1.271
 0.011, 1.160, 0.000, 1.170
 0.012, 0.850, 0.000, 0.862
 0.012, 1.069, 0.000, 1.081
 0.011, 0.133, 0.000, 0.144
 0.010, 0.131, 0.000, 0.142
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.119, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.009, 0.119, 0.000, 0.127
 0.009, 0.119, 0.000, 0.127
 0.011, 0.118, 0.000, 0.129
 0.012, 0.988, 0.000, 1.000
 0.011, 0.977, 0.000, 0.989
 0.012, 1.076, 0.000, 1.087
 0.012, 1.017, 0.000, 1.029
 0.012, 0.942, 0.000, 0.954
 0.012, 1.209, 0.000, 1.221
 0.011, 1.079, 0.000, 1.091
 0.012, 1.224, 0.000, 1.236
 0.012, 0.969, 0.000, 0.982
 0.012, 0.763, 0.000, 0.776
 0.012, 0.933, 0.000, 0.945
 0.012, 1.354, 0.000, 1.366
 0.012, 0.938, 0.000, 0.951
 0.012, 1.015, 0.000, 1.027
 0.012, 1.064, 0.000, 1.076
 0.015, 0.772, 0.000, 0.787
 0.015, 0.896, 0.000, 0.910
 0.013, 0.816, 0.000, 0.828
 0.012, 1.209, 0.000, 1.221
 0.012, 0.891, 0.000, 0.904
 0.012, 0.985, 0.000, 0.997
 0.012, 1.078, 0.000, 1.090
 0.012, 1.070, 0.000, 1.082
 0.012, 1.262, 0.000, 1.274
 0.012, 1.106, 0.000, 1.117
 0.012, 1.121, 0.000, 1.132
 0.012, 1.205, 0.000, 1.217
 0.012, 1.272, 0.000, 1.284
 0.012, 1.122, 0.000, 1.134
 0.012, 0.848, 0.000, 0.860
 0.011, 0.134, 0.000, 0.144
 0.010, 0.131, 0.000, 0.142
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.128, 0.000, 0.138
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.011, 0.119, 0.000, 0.130
 0.009, 0.119, 0.000, 0.128
 0.009, 0.119, 0.000, 0.127
 0.011, 0.119, 0.000, 0.129
 0.011, 0.118, 0.000, 0.129
 0.011, 1.064, 0.000, 1.075
 0.015, 0.890, 0.000, 0.905
 0.012, 0.938, 0.000, 0.950
 0.011, 1.119, 0.000, 1.130
 0.013, 0.766, 0.000, 0.779
 0.011, 1.253, 0.000, 1.265
 0.012, 1.211, 0.000, 1.223
 0.012, 0.725, 0.000, 0.737
 0.012, 1.223, 0.000, 1.236
 0.012, 1.123, 0.000, 1.135
 0.012, 0.985, 0.000, 0.997
 0.012, 0.946, 0.000, 0.958
 0.012, 1.209, 0.000, 1.221
 0.015, 0.989, 0.000, 1.003
 0.013, 0.517, 0.000, 0.529
 0.012, 1.023, 0.000, 1.036
 0.014, 0.849, 0.000, 0.863
 0.012, 1.169, 0.000, 1.180
 0.012, 0.929, 0.000, 0.941
 0.012, 1.265, 0.000, 1.276
 0.011, 1.313, 0.000, 1.324
 0.014, 0.845, 0.000, 0.859
 0.012, 1.031, 0.000, 1.043
 0.012, 1.067, 0.000, 1.080
 0.012, 1.126, 0.000, 1.139
 0.012, 1.308, 0.000, 1.319
 0.012, 1.314, 0.000, 1.326
 0.012, 1.021, 0.000, 1.033
 0.012, 1.073, 0.000, 1.086
 0.011, 1.254, 0.000, 1.265
 0.010, 0.132, 0.000, 0.143
 0.010, 0.131, 0.000, 0.141
 0.010, 0.130, 0.000, 0.140
 0.010, 0.129, 0.000, 0.139
 0.010, 0.129, 0.000, 0.139
 0.010, 0.120, 0.000, 0.130
 0.010, 0.120, 0.000, 0.130
 0.011, 0.120, 0.000, 0.131
 0.009, 0.119, 0.000, 0.128
 0.008, 0.402, 0.000, 0.410
 0.008, 0.400, 0.000, 0.408
 0.009, 0.428, 0.000, 0.437
 0.009, 0.405, 0.000, 0.414
 0.008, 0.245, 0.000, 0.253
 0.008, 0.428, 0.000, 0.436
 0.008, 0.432, 0.000, 0.440
 0.009, 0.258, 0.000, 0.267
 0.008, 0.404, 0.000, 0.412
 0.008, 0.405, 0.000, 0.413
 0.011, 0.339, 0.000, 0.350
 0.008, 0.402, 0.000, 0.410
 0.008, 0.393, 0.000, 0.401
 0.011, 0.371, 0.000, 0.382
 0.009, 0.399, 0.000, 0.408
 0.008, 0.183, 0.000, 0.191
 0.008, 0.424, 0.000, 0.432
 0.008, 0.432, 0.000, 0.440
 0.009, 0.205, 0.000, 0.214
 0.008, 0.404, 0.000, 0.412
 0.008, 0.428, 0.000, 0.436
 0.011, 0.290, 0.000, 0.301
 0.008, 0.402, 0.000, 0.410
 0.008, 0.397, 0.000, 0.406
